id_cliente,nome,email,idade,cidade,data_cadastro,telefone
1113,DIEGO BARBOSA,diego.barbosa@hotmail.com,16,Rio de Janeiro,2021-09-04 00:00:00,(36)92220-8699
1007, marcos de mendes ,marcos.de.mendes@outlook.com,84,RECIFE,2022-10-06 00:00:00,(82)99568-2865
1032,  HELENA PINTO ,helena.pinto@yahoo.com.br,85,Cuirtiba,2023-08-19 00:00:00,(14)96250-9186
1135,VITOR BARBOSA,vitor.barbosa@outlook.com,56,rio de janeiro,2020-11-03 00:00:00,XXXXX
606,RENATO DA MENDES,renato.da.mendes@empresa.com.br,66,SÃOPAULO,2020-12-31 00:00:00,(59)97287-9958
706,Lucas Carvalho,lucas.carvalho@outlook.com,33,FORTALEZA,2022-03-23 00:00:00,XXXXX
553,Gustavo Costa,gustavo.costa@gmail.com,83,Curitiba ,2021-04-29 00:00:00,0000
891,CAIMLA OLIVEIRA,caimla.oliveira@gmail.com,74,NIETRÓI,2020-08-09 00:00:00,
179,CARLOSF ERREIRA,carlosf.erreira889@yahoo.com.br,64,POA,2021-10-26 00:00:00,
498,Rafael Silva,rafael.silva@gmail.com,-25, SP,2021-10-27 00:00:00,(12)95918-6622
932,  DIEGO BARBOSA  ,diego.barbosa@empresa.com.br,67,Brasília,2022-07-23 00:00:00,XXXXX
276,C. Barbosa,,53,NITEROI,2022-03-04 00:00:00,(69)97290-8605
597,João de Pereira  ,,78,SÃOPAULO  ,2021-01-17 00:00:00,
490,  TIAGO RIBEIRO  ,tiago.ribeiro@empresa.com.br,58,fortaleza,2022-08-27 00:00:00,(79)91120-5610
89,Sofia Araujo,sofia.araujo@empresa.com.br,34,bh,2020-12-09 00:00:00,(68)96225-2100
652,HUGO COSTA,hugo.costa@outlook.com,81,MANAUS,2022-04-06 00:00:00,(90)97677-3416
910,Fernanda da Santana,fernanda.da.santana@gmail.com,72,Mnaaus,2022-07-23 00:00:00,(17)91169-3909
406,Tiago Gomes,tiago.gomes@hotmail.com,71, salvador  ,2022-12-16 00:00:00,(96)96668-7948
454,ANA RIBEIRO,ana.ribeiro@yahoo.com.br,61,Recife,2020-03-25 00:00:00,(51)99146-4050
731,ALCIE MENDES,alcie.mendes@gmail.com,73, RCEIFE,2020-10-17 00:00:00,(99)96320-3227
813,ANA RIBEIRO,ana.ribeiro@outlook.com,84,Niteroi,2022-07-04 00:00:00,(60)94158-9873
1181,Rafael do Rocha,,31,BH,2020-11-01 00:00:00,(29)92571-8576
332,Maria Rocha,maria.rocha@gmail.com,58,sp,2022-04-16 00:00:00,(34)97967-3461
267,Pedro Nunes,pedro.nunes@gmail.com,52,  Rio  ,2020-06-23 00:00:00,(13)96569-8160
60,ANA PEREIRA,ana.pereira@mail(at)domain.com,84,SÃO PAULO,2021-11-27 00:00:00,(88)96531-1674
520,FERNANDA DO ALMEIDA,fernanda.do.almeida@hotmail.com,24,SÃOAPULO,2023-06-04 00:00:00,(21)98530-6615
757,c. gomes ,c.gomes158@hotmail.com,58,BH,2020-08-04 00:00:00,(47)96383-1547
1102,DIEGO GOMES,diego.gomes89@hotmail.com,19,Salvador,2021-06-04 00:00:00,(63)91319-3431
1163,Vitor Costa  ,vitor.costa@yahoo.com.br,49,  Desconhecido  ,2022-09-01 00:00:00,(26)93523-6404
1008,DiegoA raujo,diegoa.raujo@empresa.com.br,64,PORTO ALEGRE,2021-01-27 00:00:00,(92)92839-5757
746,sofia gomes,sofia.gomes@outlook.com,59,belo hoirzonte,2021-07-18 00:00:00,(28)94837-7096
495,I. Almeida,i.almeida377@gmail.com,36,  BH  ,2023-02-21 00:00:00,(70)96692-5791
328,Sandra dos Pereira,sandra.dos.pereira@outlook.com,91,RIO,2023-06-19 00:00:00,(85)92743-7258
412,Eduardo Campos,eduardo.campos@gmail.com,39,DESCONHECIDO,2022-07-02 00:00:00,(84)98126-7542
709,joão ribeiro,joão.ribeiro@hotmail.com,43,Manaus,2020-01-22 00:00:00,(89)99055-9827
381,SOFIA GOMES,sofia.gomesgmail.com,65,RIO DE JANEIRO,2020-08-31 00:00:00,(60)98274-1727
1025,Gustavo Pereira,gustavo.pereira@hotmail.com,64, Niteroi  ,2021-09-21 00:00:00,(44)92281-4955
84,aLrissa Rocha,alrissa.rocha442@yahoo.com.br,68,sp,2022-03-04 00:00:00,0000
130,ana do santana,,32,PORT OALEGRE,2021-01-17 00:00:00,XXXXX
671,roberto teixeira,roberto.teixeira@yahoo.com.br,55,  Recife,2022-01-19 00:00:00,(47)94709-5417
809, M. Morua ,m.morua@outlook.com,16,  sjc ,2022-06-08 00:00:00,(92)97611-5298
977,L. Araujo,l.araujo@empresa.com.br,-1,belo horizonte,2022-11-23 00:00:00,XXXXX
858,RafaelR ibeiro,rafaelr.ibeiro@yahoo.com.br,,POA,2021-11-12 00:00:00,(24)95713-6397
261,Fernanda dos Teixeira,fernanda.dos.teixeira@yahoo.com.br,42,Niterói,2021-08-18 00:00:00,(36)95940-2380
576,  Sandra Costa  ,sandra.costa@ ,999, BRASÍLIA,2023-02-09 00:00:00,(59)96437-8481
589,Gustavo Costa,gustavo.costa@gmail.com,75,POA,2022-02-18 00:00:00,(58)99426-6855
954,Ana Mendes,ana.mendes@contato@@empresa..com,26,VILA VELHA,2023-10-17 00:00:00,(43)99536-6286
900,Roberto Mendes,,62,POA,2023-09-22 00:00:00,(63)94578-5125
139,F. Souza,f.souza@yahoo.com.br,36,Curitiba,2022-01-31 00:00:00,(90)99691-8780
293,Juli aRocha,juli.arocha@gmail.com,29,Goiania  ,2022-03-09 00:00:00,(99)93177-6440
1003,mariana rocha,mariana.rocha@hotmail.com,-1,BH,2022-08-15 00:00:00,0000
142,  Julia de Nunes,julia.de.nunes@yahoo.com.br,76,SÃOPAULO,2021-04-20 00:00:00,(29)95883-7113
591,MARIA OLIVEIRA,,42,BRASÍLIA,2023-08-23 00:00:00,
1089,ALICE DOS MARTINS,alice.dos.martins@outlook.com,75,SAO PAULO,2024-03-02 00:00:00,0000
808,  camila moura  ,,77,são paulo,2022-11-05 00:00:00,(32)99248-5984
140,Roberto dos Moura,roberto.dos.moura@gmail.com,63,poa,2022-05-12 00:00:00,(23)93742-9814
789,Mateus Teixeira,,16,CTBA,2021-01-31 00:00:00,(94)95757-1110
911,João Costa,joão.costa@gmail.com,22,  RIO,2022-01-06 00:00:00,(55)95875-2127
225,BEATRIZ COSTA,beatriz.costa@yahoo.com.br,33, Rio de Janeiro  ,2022-07-05 00:00:00,(14)91040-3523
595,H. Oliveira,h.oliveira@gmail.com,26, Curitiba  ,2022-08-30 00:00:00,(31)91124-4634
275,Rafael Santana Filho,rafael.santana.filho@gmail.com,82,SAO JOSE DOS CAMPOS,2023-06-28 00:00:00,(26)92401-1994
945,Valentina Lima,valentina.lima@empresa.com.br,25,POA,2021-07-03 00:00:00,(64)96214-9757
544, IGOR MOURA  ,igor.moura@gmail.com,16,desconhecido,2023-03-02 00:00:00,(84)95549-1001
377,D. Ferreira,,20,BH,2023-04-28 00:00:00,(27)95432-1683
875, BEATRIZ GOMES  ,beatriz.gomes@None,,  porto alegre,2021-09-27 00:00:00,(25)92103-3266
421,livia pinto,livia.pinto@empresa.com.br,17,Belo Horizonte,2022-11-27 00:00:00,(97)97390-5189
616,  Helena Nunes  ,helena.nunes@outlook.com,61,CTBA,2021-02-18 00:00:00,(32)97963-2247
667,Samuel Lima,samuel.lima@outlook.com,42,,2022-02-25 00:00:00,(99)96058-4326
721, Vitor Moura  ,vitor.moura477@outlook.com,23,SP,2020-06-16 00:00:00,0000
814,gustavo silva,,57,BH,2022-02-24 00:00:00,(77)97530-6283
534,BEATRIZ COSTA,beatriz.costa@outlook.com,84, SJC  ,2023-07-27 00:00:00,(59)93507-5598
623,Julia Moura,julia.moura@None,29,SÃO PAULO  ,2021-12-04 00:00:00,(16)91488-9321
343,Livia Martins,livia.martins@yahoo.com.br,30,RJ ,2020-07-01 00:00:00,(59)92022-6922
524,João Lima,,20,FORTALEZA,2020-12-05 00:00:00,(48)99619-2174
937,Samuel Martins  ,samuel.martins@hotmail.com,47,RIO,2022-01-28 00:00:00,(97)97908-2454
322,Roberto Lima,roberto.lima@user#mail.com,60,Sao Paulo,2021-12-24 00:00:00,(65)95059-3498
356,Marcos Pereira,marcos.pereira@hotmail.com,69,SP,2021-08-04 00:00:00,(47)91292-1076
271,TIAGO CAMPOS ,tiago.camposyahoo.com.br,16,Recife,2021-05-26 00:00:00,(79)92329-2270
913,sandra campos,sandra.campos@empresa.com.br,27,manasu,2022-04-28 00:00:00,(73)98019-8899
773,Vitor Lima,vitor.lima@yahoo.com.br,59,Niteroi,2021-11-27 00:00:00,0000
40,livia moura sr.,livia.moura.sr.@hotmail.com,57,bh,2023-09-10 00:00:00,XXXXX
31,  Fernanda Martins,fernanda.martins@gmail.com,35,PORTO ALEGRE,2022-12-15 00:00:00,0000
243,joão barbosa,joão.barbosa@empresa.com.br,,Porto Alegre,2022-03-04 00:00:00,(75)92087-6764
507,sofia ribeiro,sofia.ribeiro@hotmail.com,53,Rio de Janeiro,2021-10-30 00:00:00,XXXXX
137,sandra souza,sandra.souza391@yahoo.com.br,56,,2020-08-09 00:00:00,0000
311,  MARIANA BARBOSA,mariana.barbosa@outlook.com,trinta,salvador,2022-03-07 00:00:00,(99)93948-1087
1040,larissa ribeiro,larissa.ribeiro7@mail(at)domain.com,104,recife,2021-07-14 00:00:00,(58)93618-5006
555, LAURA SOUZA,laura.souza@gmail.com,28,Goiania,2020-11-09 00:00:00,(22)94243-9070
1100, RENATO BARBOSA ,renato.barbosa@gmail.com,24,  SJC  ,2019-12-27 00:00:00,(84)92979-2900
944,  fernanda oliveira filho  ,fernanda.oliveira@gmail.com,74,rio de janeiro,2021-10-05 00:00:00,(97)93727-4701
4, Gustavo Nunes,gustavo.nunes@hotmail.com,,eRcife,2021-08-05 00:00:00,(93)96573-2827
112,Pedro Gomse,pedro.gomse@outlook.com,25,Rio,2021-11-23 00:00:00,(53)98317-1186
651,ALICE DO COSTA,alice.do.costa@gmail.com,40,goiania,2021-04-06 00:00:00,
1076,Liiva Rocha,liiva.rocha@ ,82,recife,2022-07-15 00:00:00,
708,Paulo Nunes,paulo.nunes@None,84,Recife ,2023-04-08 00:00:00,(68)92342-8571
890,Ana Souza,ana.souza@gmail.com,51,  são paulo,2021-06-30 00:00:00,(39)98266-7834
804,Beatriz Moura,beatriz.moura@gmail.com,49,  aMnaus ,2023-05-31 00:00:00,(71)92453-9881
725,Julia Ribeiro,julia.ribeiro@outlook.com,81,RBASÍLIA,2022-01-27 00:00:00,(69)95240-1387
315,DIEGO OLIVEIRA,diego.oliveira948@hotmail.com,55,Fortaleza,2021-03-20 00:00:00,(17)93797-6210
995,Marcos Pinto,marcos.pinto@contato@@empresa..com,68,sãopaulo,2022-04-22 00:00:00,(84)98697-8365
320,ana do carvalho,,35,curitiba,2021-12-11 00:00:00,(65)93984-9788
1011, Fernanda Silva  ,fernanda.silva@mail(at)domain.com,36,SJC,2022-04-04 00:00:00,XXXXX
414,laura souza,laura.souza@mail(at)domain.com,63,São Paulo,2022-07-21 00:00:00,(70)94977-2569
6, Gustavo Teixeira  ,gustavo.teixeira@hotmail.com,67,Brasília,2021-11-27 00:00:00,(39)91117-2163
101,BEATRIZ DA GOMES,beatriz.da.gomes@gmail.com,47,SÃ OPAULO,2021-09-13 00:00:00,(12)93684-9133
778,Vitor dos Almeida,vitor.dos.almeida@hotmail.com,25,CTBA,2023-01-26 00:00:00,(93)95441-4633
383, Sandra Martins jr ,sandra.martins@yahoo.com.br,66,Sao Paulo,2020-05-01 00:00:00,XXXXX
530,JOÃO DE MENDES,joão.de.mendes@yahoo.com.br,84,Brasília,2020-11-20 00:00:00,XXXXX
1030, BRUNO PINTO,bruno.pinto@yahoo.com.br,44,SJC,2023-08-11 00:00:00,(88)94911-7939
364,Valentina Santana,valentina.santanaempresa.com.br,82,Vila Velha,2022-08-03 00:00:00,(29)97722-4608
714,MATEUS ARAUJO,mateus.araujo@yahoo.com.br,48,RJ  ,2021-08-13 00:00:00,(37)96484-9772
366,Livia Teixeira,livia.teixeira@hotmail.com,10,rio de janeiro,2020-02-25 00:00:00,
228,Sandra Teixeira,sandra.teixeira@hotmail.com,84,gioania,2023-04-20 00:00:00,(99)96940-3277
395,Eduardo Campos,eduardo.campos@hotmail.com,73,belo horizonte,2022-12-25 00:00:00,(27)98925-9014
693,LUCAS DOS MOURA,lucas.dos.moura131@yahoo.com.br,68,sp,2022-06-14 00:00:00,(93)95046-9864
967,Igor Moura,igor.moura@hotmail.com,149,Sao Jose dos Campos,2020-11-14 00:00:00,(62)91725-3545
661,VITOR ROCHA,vitor.rocha@hotmail.com,80, bh,2021-02-03 00:00:00,(74)92979-9284
67,  renato campos ,renato.campos@yahoo.com.br,51,rio de janeiro,2020-03-30 00:00:00,(47)92294-6674
68,  Vitor Moura  ,vitor.moura@outlook.com,76,SP,2022-09-13 00:00:00,(71)98822-4267
450, osfia ferreira  filho,osfia.ferreira.filhoempresa.com.br,74,sp,2021-05-09 00:00:00,(43)92848-8643
212,beatriz de silva,beatriz.de.silva@hotmail.com,20,Recife,2022-03-14 00:00:00,
13,ROBERTO MENDES,roberto.mendes@yahoo.com.br,47, RJ,2022-09-25 00:00:00,(40)94652-1387
550,Helena da Santana,,80,Recife,2023-07-23 00:00:00,XXXXX
717,Julia Martins ,julia.martins@gmail.com,24,POA,2021-03-10 00:00:00,(38)97630-5652
300,Fernanda Ferreira  ,fernanda.ferreira@empresa.com.br,39,POA  ,2020-05-30 00:00:00,(63)98220-2789
487,MARCOS COSTA FILHO,marcos.costa.filho@outlook.com,74,rj,2021-02-22 00:00:00,0000
866,f. souza,f.souza726@gmail.com,28,bh,2023-03-06 00:00:00,(76)97036-6798
1119,Sandra oSuza,sandra.osuza@empresa.com.br,26,CURITIAB,2023-05-17 00:00:00,(98)97636-6128
1069,LIVIA RIBEIRO FILHO,,83,rio de janeiro,2021-03-12 00:00:00,(19)96900-7710
1136,M. Barbosa,m.barbosagmail.com,52,BH,2022-12-31 00:00:00,(45)94354-4498
1183,Bruno Souza,bruno.souza@hotmail.com,65,Campinas,2021-06-04 00:00:00,(53)94319-7039
1143, Livia Mendes,livia.mendes@contato@@empresa..com,85,Sao Jose dos Campos  ,2021-06-21 00:00:00,(25)96952-1451
876,Fernanda Silva,fernanda.silva@outlook.com,64,São Paulo,2022-08-20 00:00:00,(21)94388-7245
736,Vitor Mendes,vitor.mendesyahoo.com.br,81,rio de janeiro ,2022-04-11 00:00:00,XXXXX
1165, L. Lima ,l.lima@yahoo.com.br,43,Rio de Janeiro,2022-01-01 00:00:00,(82)96834-1127
1012,Ana Costa,ana.costa@gmail.com,79,BH,2022-06-29 00:00:00,(61)94515-1216
614,Camila Carvalho,camila.carvalhooutlook.com,63,RJ,2023-08-24 00:00:00,(48)91887-2776
1079,ROBERTO PINTO JR.,roberto.pinto.jr.@hotmail.com,34,  Salvador,2022-09-13 00:00:00,(37)98488-5590
274,roberto do martins,roberto.do.martins@outlook.com,44,aSo Paulo ,2020-07-26 00:00:00,(65)92219-5095
429,fernanda teixeira,fernanda.teixeira@user#mail.com,31,Manasu,2023-06-11 00:00:00,(96)91538-7528
363, valentina pinto,valentina.pinto@gmail.com,-1,recife,2021-12-03 00:00:00,(48)94740-9606
238,laura do ferreira,laura.do.ferreira@yahoo.com.br,39,Niteroi,2021-03-25 00:00:00,(92)99728-8106
908,GUSTAVO ABRBOSA FILHO,gustavo.abrbosa.filho@yahoo.com.br,58,rio de janeiro  ,2023-04-01 00:00:00,(66)97103-4686
3,Paulo Nunes,paulo.nunes@gmail.com,trinta,NITERÓI,2021-06-26 00:00:00,
7,  ANA DE ROCHA ,ana.de.rocha@outlook.com,28,SP,2023-09-27 00:00:00,(93)92612-1993
482,PEDRO LIMA,pedro.lima@empresa.com.br,65,Curitiba,2022-09-15 00:00:00,(66)93830-3474
312,ROBERTO MARTINS,,62,,2020-12-15 00:00:00,(95)91001-5068
1071,Samuel Oliveira,,139,Niteroi,2021-01-19 00:00:00,(49)96680-9366
1176,Marcos Ribeiro,marcos.ribeiro770@gmail.com,33,sp,2022-09-23 00:00:00,0000
537,  Mariana Moura  ,mariana.moura@None,79,Salvador,2022-02-23 00:00:00,XXXXX
942,tiago de oliveira,tiago.de.oliveira@yahoo.com.br,68,POA,2021-08-01 00:00:00,(96)97281-9971
934,  Camila Silva,camila.silva@empresa.com.br,51,BELO HORIZONTE,2021-08-20 00:00:00,(40)98937-6622
216,Camila Rocha,,80,Sao Pauol,2021-07-24 00:00:00,(12)97662-4571
439,L. SILVA,l.silva@hotmail.com,35,RIO DE JANEIRO  ,2024-01-29 00:00:00,0000
28,Maria Campos,maria.campos@gmail.com,36,Belo Horizonte,2023-03-05 00:00:00,0000
525,LARISSA DOS COSTA ,larissa.dos.costa@hotmail.com,81,rio de janeiro,2023-01-02 00:00:00,(41)98557-3436
430,lucas ribeiro,lucas.ribeiro@hotmail.com,74,SaoPaulo  ,2022-03-12 00:00:00,(18)94403-4728
428,larissa silva,larissa.silva@hotmail.com,19,Niteroi,2021-05-12 00:00:00,(90)93791-6639
846,MRAIA LIMA,mraia.lima@empresa.com.br,999,bh,2022-04-26 00:00:00,(86)95879-8242
527,Hugo Santana,hugo.santana@outlook.com,48,Curitiba,2021-05-23 00:00:00,(34)97846-1629
949,Pedro Campos,pedro.campos417@hotmail.com,50,Belo Horizonte,2021-10-11 00:00:00,(24)97265-7234
1188,roberto costa,roberto.costa@outlook.com,84,Rio,2022-06-28 00:00:00,
580,laurat eixeira,laurat.eixeira@hotmail.com,83,  SP ,2023-07-15 00:00:00,(24)95644-2427
355,Valentina Ferreira ,valentina.ferreira@hotmail.com,56,Goiania,2020-08-11 00:00:00,(88)94476-9638
1093, julia ferreira,julia.ferreira552@empresa.com.br,65,DESCONHECDIO,2022-08-28 00:00:00,(13)96453-6598
494,Mariana d aSilva,mariana.d.asilva@hotmail.com,110,SJ C ,2020-10-20 00:00:00,(36)95379-1399
257,Mateus Gomes,mateus.gomes@gmail.com,28,Sao Jose dos Campos,2022-04-09 00:00:00,(33)99248-1523
292,ANA BARBOSA,ana.barbosa@gmail.com,37,campinas,2023-03-22 00:00:00,(80)97472-8010
26,  Sofia Araujo,sofia.araujo@gmail.com,-1,  curitiba ,2020-12-05 00:00:00,(44)94241-7965
337, JULIA DE COSTA ,julia.de.costa@yahoo.com.br,36,RJ ,2020-06-04 00:00:00,(34)92264-8674
1148,Rafael Costa,rafael.costa@empresa.com.br,49,CTBA,2021-06-20 00:00:00,(93)91591-3125
48,MARIANA SOUZA,mariana.souza@outlook.com,65,rio de janeiro,2023-05-29 00:00:00,(55)96082-7421
319,EDUARDO ROCHA,eduardo.rocha@hotmail.com,77,RIO DE JANEIRO,2022-12-13 00:00:00,(15)98586-8999
107,Aan Campos,aan.campos@gmail.com,67,bh,2021-11-08 00:00:00,(36)98265-3110
870,beatriz gomes,beatriz.gomes@outlook.com,42,sp,2022-01-01 00:00:00,(27)98843-9771
56, Mariana Nunes ,mariana.nunes@outlook.com,25,Brasília,2023-04-22 00:00:00,(67)91570-3068
567,LAURA DE SLIVA,laura.de.sliva@yahoo.com.br,41,  Niteroi ,2021-12-22 00:00:00,0000
214,Ana Nunes,ana.nunes234@yahoo.com.br,41,BH,2023-01-27 00:00:00,XXXXX
121,Mateus Moura,mateus.moura@empresa.com.br,66,Fortaleza,2021-11-08 00:00:00,(49)92771-8892
610,EDUARDO COSTA,,34,SP,2022-05-05 00:00:00,(90)94026-7463
480,Vitor Santana Jr.  ,vitor.santana.jr.@hotmail.com,80,Manaus,2022-01-30 00:00:00,(31)92059-2009
696,bruno araujo,bruno.araujo@outlook.com,84,  São Paulo  ,2022-11-21 00:00:00,(26)91514-3687
73,L. Costa,l.costa@gmail.com,24,DESCONHECIDO  ,2021-05-15 00:00:00,(59)98348-7184
411,  Beatriz Lima ,beatriz.lima@empresa.com.br,80,salvador,2021-06-04 00:00:00,
672,DIEGO DA FERREIRA,diego.da.ferreira@hotmail.com,82,FORTALEZA,2021-06-21 00:00:00,(18)93839-2886
810,diego oliveira,diego.oliveira@empresa.com.br,25,RJ,2021-02-22 00:00:00,(12)95621-4400
733,JUILA DA SOUZA,juila.da.souza901@empresa.com.br,32,Fortaleza,2020-11-27 00:00:00,(58)91188-9155
433,Sandra Santana,sandra.santana@hotmail.com,36,Recife,2023-01-08 00:00:00,(40)95306-8732
677,MARIANA MARTINS  ,,-25,BH,2022-07-22 00:00:00,0000
1103,Sandar Mendes,sandar.mendes735@outlook.com,-1,rio de janeiro,2023-03-13 00:00:00,
852,Livia Moura,livia.moura@yahoo.com.br,trinta,SAO JOSE DOS CAMPOS,2023-07-15 00:00:00,(26)95690-3774
599,Camila Santana,camila.santana@hotmail.com,48,  SJC,2023-07-30 00:00:00,(13)91525-1943
992,MARIA PEREIRA,maria.pereira@None,40,Rio de Janeiro,2021-08-17 00:00:00,(79)91171-7983
1134,  sandra costa ,sandra.costa@outlook.com,47,RJ,2022-11-29 00:00:00,(31)91116-5292
546,BRUNO SANTANA SR.,bruno.santana.sr.235@gmail.com,82,Goiania,2021-04-14 00:00:00,(31)99730-4532
326,Carlos Costa,carlos.costa@empresa.com.br,18,  sãopaulo,2020-08-03 00:00:00,(61)99110-9723
1111,Eduardo Carvalho,eduardo.carvalho@empresa.com.br,43,  SÃO PAULO  ,2022-04-06 00:00:00,(55)96944-2322
1006,mateus oliveira ,,999,Sao Paulo,2022-06-29 00:00:00,(20)96014-4110
317,Mariana Martins,mariana.martins@yahoo.com.br,46,,2022-03-16 00:00:00,(21)95683-9074
860,Reanto Lima,reanto.lima@outlook.com,46,sjc,2021-05-11 00:00:00,(74)97096-6014
902,Vitor Rocha,vitor.rocha142@None,30,BH,2022-10-31 00:00:00,(13)94030-2543
573,fernanda oliveira,fernanda.oliveira@outlook.com,35,  Campinas,2022-03-02 00:00:00,(16)99753-5399
740,  IGOR SOUZA ,igor.souza@outlook.com,65,Niterói,2020-01-15 00:00:00,(44)92614-5667
1066,sandra silva jr.,sandra.silva.jr.@gmail.com,82,Niteroi,2021-10-14 00:00:00,(47)98708-5184
629,LIVIA LIMA,livia.lima730@outlook.com,71,RJ,2022-07-02 00:00:00,(68)91874-5330
1159,hugo araujo ,hugo.araujo@outlook.com,42,fortaleza,2021-01-05 00:00:00,(24)97139-2386
61,Maria dos Oliveira,maria.dos.oliveira@yahoo.com.br,25,  Goiania,2020-11-18 00:00:00,(55)97532-3142
434,Pedro Carvalho,pedro.carvalho@empresa.com.br,18,SJC,2022-03-23 00:00:00,0000
781, Diego de Nunes ,,999,SJC,2022-09-10 00:00:00,0000
93,PAULO OLIVEIRA,paulo.oliveira117@empresa.com.br,62,SALVADOR,2021-02-04 00:00:00,(94)95055-5877
936,  Eduardo Moura ,eduardo.moura@user#mail.com,58,são paulo,2021-08-16 00:00:00,XXXXX
466,Alice Souza,alice.souza844@yahoo.com.br,40,  SCJ ,2023-07-02 00:00:00,(20)92874-2888
352,LUCAS LIMA,lucas.lima183@hotmail.com,20,SP,2020-06-26 00:00:00,XXXXX
1016, PAULO FERREIRA,paulo.ferreira@user#mail.com,39,bh,2023-05-10 00:00:00,(96)97697-1104
281,  mateus almeida  ,mateus.almeida@yahoo.com.br,81,,2021-09-25 00:00:00,(21)98711-2062
784,CLARA FERREIRA,clara.ferreira@outlook.com,67, CURITIBA,2022-05-25 00:00:00,(78)97680-5648
600,IGOR BARBOSA,igor.barbosa@yahoo.com.br,24,SJC,2022-11-08 00:00:00,
360,EDUARDO ARAUJO,eduardo.araujo@empresa.com.br,51,Curitiba,2023-10-16 00:00:00,
106, igor da rocha ,igor.da.rocha@hotmail.com,54,sjc,2021-11-04 00:00:00,(56)97492-9412
594,Rafael Carvalho  ,rafael.carvalho100@outlook.com,34,RJ,2021-10-11 00:00:00,(27)94473-1443
907,CARLOS RIBEIRO,carlos.ribeiro@gmail.com,83,Desconhecido,2020-12-22 00:00:00,(18)93379-7050
571,Paulo da Santana,paulo.da.santana@outlook.com,78,sao jose dos campos,2021-03-03 00:00:00,(76)93903-9904
483, MARIANA DO ALMEIDA ,mariana.do.almeida@yahoo.com.br,36,PORTOA LEGRE,2021-05-12 00:00:00,(29)94852-9499
539,julia silva,julia.silva@yahoo.com.br,61,Rio de Janeiro,2020-11-30 00:00:00,(66)98595-3598
933, L. Martins  ,l.martins@mail(at)domain.com,73,SP,2021-02-02 00:00:00,(20)99893-9276
183,mariana barbosa,mariana.barbosa@hotmail.com,78,goianai,2022-12-15 00:00:00,(89)99784-9605
1139,mariana rocha ,mariana.rocha@outlook.com,79,RJ,2022-12-27 00:00:00,(12)91061-8361
514,  IGOR SANTANA  ,igor.santana@hotmail.com,24, vila velha  ,2020-06-23 00:00:00,
111,Tiago da Souza,tiago.da.souza@gmail.com,71,Sao Jose dos Campos,2021-04-13 00:00:00,(86)93872-7199
371,helena pinto,helena.pinto@outlook.com,79, BH ,2022-06-28 00:00:00,0000
459,Camila Costa,camila.costa@outlook.com,22,Goiania  ,2023-08-09 00:00:00,XXXXX
240,IGOR DOS COSTA,igor.dos.costa@user#mail.com,,niterói,2022-04-09 00:00:00,XXXXX
1080,Rafael Ribeiro Filho,rafael.ribeiro.filho@empresa.com.br,53,BH,2021-01-16 00:00:00,(52)94932-7336
1160,SANDRA SANTANA,sandra.santana@gmail.com,69,Vila Velha,2022-07-27 00:00:00,XXXXX
1091,Sandra Costa  ,sandra.costa@yahoo.com.br,85,Salvador,2020-10-05 00:00:00,
205,EDUARDO PREEIRA,eduardo.preeira@outlook.com,32,bh,2023-08-23 00:00:00,0000
218,LARISSA MENDES,larissa.mendes@outlook.com,62,ctab,2020-05-28 00:00:00,0000
877, João Ribeiro ,joão.ribeiro@mail(at)domain.com,43,BH ,2022-04-13 00:00:00,0000
262,  carlos nunes ,carlos.nunes@gmail.com,54,Campinas,2021-07-28 00:00:00,XXXXX
1117,Mateus Araujo Sr.,mateus.araujo.sr.@empresa.com.br,46,CTBA,2022-11-04 00:00:00,(16)97472-3584
702,Marcos Pereira,marcos.pereira@ ,75,Porto Alegre,2022-08-04 00:00:00,(97)96263-6320
559,LARUA ROCHA,larua.rocha@gmail.com,999,bh,2023-01-04 00:00:00,0000
340,Livia Oliveira,livia.oliveira@outlook.com,59,rio de janeiro,2021-08-02 00:00:00,(89)92228-3496
722,MARCOS PINTO  ,marcos.pinto@empresa.com.br,19,Sao Jose dos Campos,2023-01-29 00:00:00,
598,lucas ribeiro,,-25, BH,2023-08-28 00:00:00,
528,JOÃO MOURA,joão.moura@outlook.com,41,curitiba,2022-09-12 00:00:00,(69)91729-5661
184,CARLOS DO ARAUJO,carlos.do.araujo@outlook.com,72, bh  ,2021-07-08 00:00:00,(70)98400-2481
138,Rafael Pinto,rafael.pinto@hotmail.com,38,Campinas,2021-01-29 00:00:00,0000
1154,MARCOS DA TEIXEIRA,marcos.da.teixeira@outlook.com,68,DESCONHECIDO,2023-05-06 00:00:00,(16)97626-6953
765,Paulo Santana,paulo.santana@empresa.com.br,-25,SJC ,2020-04-19 00:00:00,
912,Sandra Costa,,47,RIO,2021-12-21 00:00:00,
81,eduardo costa,eduardo.costa@yahoo.com.br,20,são paulo,2023-03-04 00:00:00,(93)96427-2562
775,Marcos Teixeira,marcos.teixeira@yahoo.com.br,54,  Fortaleza  ,2022-03-09 00:00:00,0000
751,DIEGO OLIVEIRA  ,diego.oliveira@empresa.com.br,48,SÃOPAUOL,2021-04-15 00:00:00,(34)98812-4441
1031,valentina almeida,valentina.almeida@outlook.com,84,sp,2022-03-17 00:00:00,(88)94938-8554
